Id,choose
13997,0.307
13998,0.722
13999,0.595
14000,0.439
14001,0.268
14002,0.364
14003,0.68
14004,0.351
14005,0.497
14006,0.219
14007,0.342
14008,0.605
14009,0.381
14010,0.384
14011,0.401
14012,0.691
14013,0.65
14014,0.309
14015,0.491
14016,0.276
14017,0.625
14018,0.438
14019,0.694
14020,0.375
14021,0.43
14022,0.364
14023,0.676
14024,0.55
14025,0.751
14026,0.702
14027,0.72
14028,0.787
14029,0.663
14030,0.222
14031,0.635
14032,0.489
14033,0.298
14034,0.262
14035,0.582
14036,0.282
14037,0.247
14038,0.385
14039,0.294
14040,0.492
14041,0.331
14042,0.361
14043,0.248
14044,0.631
14045,0.361
14046,0.681
14047,0.527
14048,0.315
14049,0.385
14050,0.694
14051,0.324
14052,0.756
14053,0.475
14054,0.299
14055,0.743
14056,0.397
14057,0.388
14058,0.366
14059,0.51
14060,0.62
14061,0.444
14062,0.292
14063,0.722
14064,0.376
14065,0.711
14066,0.394
14067,0.252
14068,0.622
14069,0.672
14070,0.32
14071,0.345
14072,0.222
14073,0.453
14074,0.436
14075,0.535
14076,0.39
14077,0.675
14078,0.395
14079,0.374
14080,0.387
14081,0.676
14082,0.693
14083,0.52
14084,0.424
14085,0.478
14086,0.384
14087,0.324
14088,0.365
14089,0.42
14090,0.485
14091,0.364
14092,0.332
14093,0.434
14094,0.557
14095,0.79
14096,0.765
14097,0.671
14098,0.372
14099,0.355
14100,0.912
14101,0.631
14102,0.359
14103,0.398
14104,0.764
14105,0.734
14106,0.723
14107,0.309
14108,0.632
14109,0.757
14110,0.697
14111,0.464
14112,0.286
14113,0.463
14114,0.391
14115,0.352
14116,0.548
14117,0.368
14118,0.316
14119,0.35
14120,0.424
14121,0.714
14122,0.298
14123,0.727
14124,0.292
14125,0.59
14126,0.347
14127,0.369
14128,0.795
14129,0.302
14130,0.273
14131,0.366
14132,0.804
14133,0.304
14134,0.282
14135,0.638
14136,0.777
14137,0.699
14138,0.661
14139,0.631
14140,0.454
14141,0.679
14142,0.803
14143,0.31
14144,0.569
14145,0.247
14146,0.722
14147,0.649
14148,0.584
14149,0.691
14150,0.366
14151,0.382
14152,0.763
14153,0.577
14154,0.394
14155,0.4
14156,0.759
14157,0.406
14158,0.325
14159,0.672
14160,0.703
14161,0.701
14162,0.47
14163,0.421
14164,0.642
14165,0.31
14166,0.639
14167,0.73
14168,0.327
14169,0.576
14170,0.39
14171,0.232
14172,0.745
14173,0.346
14174,0.459
14175,0.386
14176,0.404
14177,0.42
14178,0.517
14179,0.235
14180,0.757
14181,0.411
14182,0.584
14183,0.326
14184,0.624
14185,0.735
14186,0.744
14187,0.44
14188,0.391
14189,0.321
14190,0.445
14191,0.407
14192,0.286
14193,0.328
14194,0.775
14195,0.324
14196,0.323
14197,0.645
14198,0.728
14199,0.322
14200,0.315
14201,0.275
14202,0.69
14203,0.454
14204,0.658
14205,0.637
14206,0.346
14207,0.725
14208,0.611
14209,0.721
14210,0.345
14211,0.594
14212,0.385
14213,0.313
14214,0.218
14215,0.273
14216,0.762
14217,0.324
14218,0.676
14219,0.507
14220,0.623
14221,0.431
14222,0.628
14223,0.363
14224,0.312
14225,0.659
14226,0.607
14227,0.762
14228,0.671
14229,0.301
14230,0.241
14231,0.645
14232,0.523
14233,0.548
14234,0.32
14235,0.729
14236,0.489
14237,0.318
14238,0.329
14239,0.282
14240,0.322
14241,0.338
14242,0.259
14243,0.595
14244,0.445
14245,0.656
14246,0.405
14247,0.652
14248,0.459
14249,0.35
14250,0.213
14251,0.453
14252,0.671
14253,0.362
14254,0.483
14255,0.323
14256,0.47
14257,0.729
14258,0.337
14259,0.626
14260,0.36
14261,0.752
14262,0.68
14263,0.373
14264,0.36
14265,0.412
14266,0.659
14267,0.383
14268,0.328
14269,0.345
14270,0.245
14271,0.326
14272,0.359
14273,0.395
14274,0.324
14275,0.398
14276,0.506
14277,0.796
14278,0.347
14279,0.31
14280,0.765
14281,0.828
14282,0.732
14283,0.324
14284,0.421
14285,0.342
14286,0.282
14287,0.261
14288,0.698
14289,0.596
14290,0.404
14291,0.356
14292,0.378
14293,0.746
14294,0.78
14295,0.712
14296,0.397
14297,0.676
14298,0.587
14299,0.639
14300,0.708
14301,0.764
14302,0.48
14303,0.824
14304,0.705
14305,0.381
14306,0.732
14307,0.378
14308,0.668
14309,0.764
14310,0.276
14311,0.417
14312,0.698
14313,0.385
14314,0.412
14315,0.385
14316,0.353
14317,0.776
14318,0.452
14319,0.79
14320,0.341
14321,0.278
14322,0.273
14323,0.435
14324,0.52
14325,0.525
14326,0.371
14327,0.309
14328,0.439
14329,0.509
14330,0.535
14331,0.378
14332,0.647
14333,0.687
14334,0.512
14335,0.632
14336,0.326
14337,0.782
14338,0.354
14339,0.664
14340,0.754
14341,0.635
14342,0.697
14343,0.491
14344,0.671
14345,0.311
14346,0.64
14347,0.334
14348,0.47
14349,0.454
14350,0.695
14351,0.39
14352,0.42
14353,0.432
14354,0.285
14355,0.445
14356,0.353
14357,0.3
14358,0.3
14359,0.676
14360,0.603
14361,0.423
14362,0.365
14363,0.526
14364,0.422
14365,0.442
14366,0.38
14367,0.708
14368,0.42
14369,0.824
14370,0.279
14371,0.39
14372,0.223
14373,0.769
14374,0.282
14375,0.266
14376,0.316
14377,0.372
14378,0.627
14379,0.769
14380,0.503
14381,0.379
14382,0.671
14383,0.388
14384,0.565
14385,0.356
14386,0.717
14387,0.362
14388,0.443
14389,0.266
14390,0.684
14391,0.476
14392,0.612
14393,0.658
14394,0.624
14395,0.558
14396,0.772
14397,0.761
14398,0.528
14399,0.279
14400,0.27
14401,0.548
14402,0.305
14403,0.703
14404,0.35
14405,0.343
14406,0.726
14407,0.294
14408,0.547
14409,0.345
14410,0.32
14411,0.59
14412,0.681
14413,0.386
14414,0.335
14415,0.71
14416,0.603
14417,0.336
14418,0.712
14419,0.328
14420,0.612
14421,0.353
14422,0.679
14423,0.51
14424,0.677
14425,0.768
14426,0.716
14427,0.497
14428,0.781
14429,0.324
14430,0.625
14431,0.432
14432,0.307
14433,0.429
14434,0.636
14435,0.263
14436,0.69
14437,0.254
14438,0.37
14439,0.26
14440,0.527
14441,0.43
14442,0.37
14443,0.384
14444,0.696
14445,0.421
14446,0.59
14447,0.691
14448,0.769
14449,0.343
14450,0.406
14451,0.317
14452,0.376
14453,0.39
14454,0.378
14455,0.535
14456,0.634
14457,0.316
14458,0.334
14459,0.421
14460,0.365
14461,0.308
14462,0.467
14463,0.496
14464,0.398
14465,0.374
14466,0.688
14467,0.492
14468,0.292
14469,0.386
14470,0.455
14471,0.346
14472,0.706
14473,0.354
14474,0.355
14475,0.349
14476,0.435
14477,0.629
14478,0.745
14479,0.69
14480,0.763
14481,0.364
14482,0.384
14483,0.288
14484,0.338
14485,0.244
14486,0.754
14487,0.5
14488,0.389
14489,0.344
14490,0.497
14491,0.645
14492,0.369
14493,0.745
14494,0.471
14495,0.548
14496,0.652
14497,0.438
14498,0.39
14499,0.49
14500,0.329
14501,0.605
14502,0.724
14503,0.684
14504,0.312
14505,0.334
14506,0.356
14507,0.612
14508,0.309
14509,0.357
14510,0.661
14511,0.636
14512,0.46
14513,0.713
14514,0.279
14515,0.731
14516,0.654
14517,0.652
14518,0.361
14519,0.269
14520,0.517
14521,0.3
14522,0.335
14523,0.36
14524,0.864
14525,0.393
14526,0.28
14527,0.295
14528,0.422
14529,0.794
14530,0.348
14531,0.689
14532,0.36
14533,0.715
14534,0.42
14535,0.396
14536,0.468
14537,0.443
14538,0.428
14539,0.473
14540,0.232
14541,0.35
14542,0.694
14543,0.337
14544,0.316
14545,0.701
14546,0.694
14547,0.411
14548,0.26
14549,0.475
14550,0.201
14551,0.697
14552,0.676
14553,0.703
14554,0.308
14555,0.266
14556,0.289
14557,0.715
14558,0.645
14559,0.595
14560,0.624
14561,0.798
14562,0.671
14563,0.576
14564,0.451
14565,0.65
14566,0.358
14567,0.715
14568,0.726
14569,0.439
14570,0.633
14571,0.45
14572,0.288
14573,0.266
14574,0.827
14575,0.282
14576,0.384
14577,0.254
14578,0.625
14579,0.319
14580,0.363
14581,0.659
14582,0.369
14583,0.345
14584,0.688
14585,0.275
14586,0.695
14587,0.738
14588,0.356
14589,0.247
14590,0.631
14591,0.368
14592,0.715
14593,0.645
14594,0.643
14595,0.697
14596,0.238
14597,0.449
14598,0.383
14599,0.64
14600,0.271
14601,0.674
14602,0.403
14603,0.347
14604,0.375
14605,0.321
14606,0.365
14607,0.773
14608,0.457
14609,0.365
14610,0.359
14611,0.655
14612,0.393
14613,0.768
14614,0.417
14615,0.337
14616,0.671
14617,0.357
14618,0.626
14619,0.626
14620,0.591
14621,0.328
14622,0.381
14623,0.473
14624,0.626
14625,0.799
14626,0.49
14627,0.831
14628,0.798
14629,0.383
14630,0.422
14631,0.329
14632,0.352
14633,0.48
14634,0.297
14635,0.397
14636,0.392
14637,0.659
14638,0.372
14639,0.528
14640,0.259
14641,0.669
14642,0.351
14643,0.335
14644,0.319
14645,0.762
14646,0.734
14647,0.693
14648,0.337
14649,0.411
14650,0.359
14651,0.767
14652,0.415
14653,0.769
14654,0.246
14655,0.711
14656,0.706
14657,0.727
14658,0.77
14659,0.564
14660,0.73
14661,0.613
14662,0.324
14663,0.694
14664,0.619
14665,0.312
14666,0.323
14667,0.653
14668,0.669
14669,0.419
14670,0.34
14671,0.537
14672,0.208
14673,0.489
14674,0.318
14675,0.804
14676,0.489
14677,0.674
14678,0.342
14679,0.268
14680,0.601
14681,0.621
14682,0.506
14683,0.414
14684,0.265
14685,0.413
14686,0.407
14687,0.269
14688,0.363
14689,0.667
14690,0.259
14691,0.456
14692,0.358
14693,0.334
14694,0.337
14695,0.316
14696,0.363
14697,0.366
14698,0.404
14699,0.369
14700,0.678
14701,0.292
14702,0.791
14703,0.375
14704,0.4
14705,0.584
14706,0.459
14707,0.433
14708,0.453
14709,0.371
14710,0.413
14711,0.538
14712,0.301
14713,0.298
14714,0.44
14715,0.684
14716,0.312
14717,0.523
14718,0.607
14719,0.541
14720,0.292
14721,0.747
14722,0.282
14723,0.316
14724,0.302
14725,0.643
14726,0.423
14727,0.405
14728,0.344
14729,0.674
14730,0.47
14731,0.417
14732,0.428
14733,0.723
14734,0.409
14735,0.726
14736,0.678
14737,0.292
14738,0.584
14739,0.356
14740,0.36
14741,0.691
14742,0.284
14743,0.222
14744,0.764
14745,0.717
14746,0.726
14747,0.307
14748,0.265
14749,0.275
14750,0.446
14751,0.313
14752,0.387
14753,0.315
14754,0.244
14755,0.354
14756,0.741
14757,0.757
14758,0.731
14759,0.406
14760,0.402
14761,0.398
14762,0.721
14763,0.581
14764,0.396
14765,0.332
14766,0.765
14767,0.329
14768,0.271
14769,0.328
14770,0.337
14771,0.29
14772,0.526
14773,0.558
14774,0.308
14775,0.718
14776,0.389
14777,0.403
14778,0.307
14779,0.277
14780,0.328
14781,0.801
14782,0.474
14783,0.603
14784,0.617
14785,0.515
14786,0.496
14787,0.758
14788,0.38
14789,0.334
14790,0.672
14791,0.235
14792,0.338
14793,0.369
14794,0.285
14795,0.656
14796,0.264
14797,0.351
14798,0.832
14799,0.301
14800,0.327
14801,0.387
14802,0.382
14803,0.351
14804,0.277
14805,0.49
14806,0.299
14807,0.526
14808,0.598
14809,0.467
14810,0.374
14811,0.389
14812,0.398
14813,0.758
14814,0.61
14815,0.273
14816,0.722
14817,0.411
14818,0.368
14819,0.335
14820,0.637
14821,0.713
14822,0.791
14823,0.336
14824,0.68
14825,0.342
14826,0.42
14827,0.398
14828,0.721
14829,0.293
14830,0.317
14831,0.544
14832,0.372
14833,0.419
14834,0.25
14835,0.494
14836,0.603
14837,0.819
14838,0.672
14839,0.405
14840,0.222
14841,0.718
14842,0.338
14843,0.394
14844,0.339
14845,0.461
14846,0.352
14847,0.599
14848,0.315
14849,0.379
14850,0.301
14851,0.365
14852,0.72
14853,0.347
14854,0.775
14855,0.552
14856,0.347
14857,0.309
14858,0.776
14859,0.587
14860,0.473
14861,0.435
14862,0.399
14863,0.722
14864,0.394
14865,0.259
14866,0.446
14867,0.461
14868,0.648
14869,0.418
14870,0.298
14871,0.489
14872,0.252
14873,0.41
14874,0.382
14875,0.226
14876,0.33
14877,0.373
14878,0.488
14879,0.438
14880,0.632
14881,0.388
14882,0.733
14883,0.519
14884,0.702
14885,0.439
14886,0.381
14887,0.711
14888,0.524
14889,0.693
14890,0.219
14891,0.602
14892,0.429
14893,0.317
14894,0.465
14895,0.426
14896,0.66
14897,0.421
14898,0.409
14899,0.363
14900,0.474
14901,0.432
14902,0.605
14903,0.628
14904,0.328
14905,0.659
14906,0.685
14907,0.603
14908,0.441
14909,0.702
14910,0.251
14911,0.827
14912,0.642
14913,0.37
14914,0.324
14915,0.372
14916,0.419
14917,0.278
14918,0.373
14919,0.362
14920,0.709
14921,0.61
14922,0.312
14923,0.24
14924,0.387
14925,0.752
14926,0.766
14927,0.514
14928,0.706
14929,0.705
14930,0.316
14931,0.269
14932,0.282
14933,0.534
14934,0.614
14935,0.389
14936,0.266
14937,0.688
14938,0.676
14939,0.663
14940,0.612
14941,0.556
14942,0.266
14943,0.46
14944,0.316
14945,0.584
14946,0.299
14947,0.367
14948,0.303
14949,0.43
14950,0.382
14951,0.655
14952,0.684
14953,0.603
14954,0.457
14955,0.342
14956,0.812
14957,0.569
14958,0.677
14959,0.434
14960,0.735
14961,0.38
14962,0.388
14963,0.435
14964,0.513
14965,0.774
14966,0.524
14967,0.369
14968,0.785
14969,0.326
14970,0.44
14971,0.364
14972,0.65
14973,0.466
14974,0.728
14975,0.733
14976,0.364
14977,0.489
14978,0.4
14979,0.25
14980,0.328
14981,0.342
14982,0.447
14983,0.332
14984,0.529
14985,0.307
14986,0.597
14987,0.727
14988,0.492
14989,0.465
14990,0.383
14991,0.742
14992,0.277
14993,0.868
14994,0.616
14995,0.352
14996,0.795
14997,0.369
14998,0.658
14999,0.384
15000,0.364
15001,0.603
15002,0.768
15003,0.369
15004,0.421
15005,0.749
15006,0.559
15007,0.376
15008,0.386
15009,0.201
15010,0.356
15011,0.623
15012,0.668
15013,0.399
15014,0.67
15015,0.259
15016,0.354
15017,0.269
15018,0.398
15019,0.275
15020,0.823
15021,0.308
15022,0.353
15023,0.504
15024,0.38
15025,0.262
15026,0.341
15027,0.26
15028,0.353
15029,0.71
15030,0.251
15031,0.261
15032,0.76
15033,0.786
15034,0.365
15035,0.715
15036,0.585
15037,0.324
15038,0.739
15039,0.61
15040,0.744
15041,0.704
15042,0.26
15043,0.193
15044,0.679
15045,0.456
15046,0.698
15047,0.732
15048,0.73
15049,0.822
15050,0.398
15051,0.603
15052,0.388
15053,0.409
15054,0.382
15055,0.574
15056,0.206
15057,0.531
15058,0.708
15059,0.545
15060,0.442
15061,0.729
15062,0.625
15063,0.377
15064,0.453
15065,0.412
15066,0.697
15067,0.463
15068,0.416
15069,0.429
15070,0.671
15071,0.616
15072,0.68
15073,0.286
15074,0.711
15075,0.298
15076,0.417
15077,0.612
15078,0.817
15079,0.302
15080,0.353
15081,0.67
15082,0.372
15083,0.715
15084,0.41
15085,0.654
15086,0.269
15087,0.701
15088,0.745
15089,0.784
15090,0.574
15091,0.236
15092,0.377
15093,0.337
15094,0.36
15095,0.315
15096,0.302
15097,0.299
15098,0.332
15099,0.385
15100,0.326
15101,0.317
15102,0.347
15103,0.352
15104,0.276
15105,0.765
15106,0.42
15107,0.449
15108,0.411
15109,0.362
15110,0.778
15111,0.659
15112,0.755
15113,0.727
15114,0.42
15115,0.557
15116,0.432
15117,0.451
15118,0.626
15119,0.413
15120,0.574
15121,0.324
15122,0.69
15123,0.332
15124,0.668
15125,0.698
15126,0.43
15127,0.71
15128,0.41
15129,0.31
15130,0.465
15131,0.468
15132,0.26
15133,0.739
15134,0.376
15135,0.592
15136,0.364
15137,0.696
15138,0.293
15139,0.273
15140,0.311
15141,0.738
15142,0.368
15143,0.369
15144,0.328
15145,0.671
15146,0.461
15147,0.324
15148,0.602
15149,0.724
15150,0.642
15151,0.394
15152,0.269
15153,0.35
15154,0.313
15155,0.411
15156,0.631
15157,0.414
15158,0.329
15159,0.452
15160,0.485
15161,0.527
15162,0.726
15163,0.516
15164,0.346
15165,0.413
15166,0.43
15167,0.293
15168,0.315
15169,0.617
15170,0.389
15171,0.554
15172,0.423
15173,0.634
15174,0.587
15175,0.189
15176,0.718
15177,0.49
15178,0.306
15179,0.238
15180,0.759
15181,0.689
15182,0.354
15183,0.604
15184,0.626
15185,0.339
15186,0.303
15187,0.36
15188,0.398
15189,0.637
15190,0.689
15191,0.725
15192,0.202
15193,0.37
15194,0.395
15195,0.36
15196,0.391
15197,0.517
15198,0.361
15199,0.823
15200,0.722
15201,0.307
15202,0.351
15203,0.739
15204,0.493
15205,0.443
15206,0.643
15207,0.499
15208,0.755
15209,0.26
15210,0.373
15211,0.346
15212,0.348
15213,0.785
15214,0.428
15215,0.611
15216,0.244
15217,0.276
15218,0.371
15219,0.299
15220,0.638
15221,0.332
15222,0.23
15223,0.298
15224,0.341
15225,0.404
15226,0.265
15227,0.289
15228,0.438
15229,0.476
15230,0.282
15231,0.357
15232,0.239
15233,0.341
15234,0.466
15235,0.313
15236,0.456
15237,0.655
15238,0.698
15239,0.308
15240,0.654
15241,0.357
15242,0.622
15243,0.336
15244,0.329
15245,0.259
15246,0.724
15247,0.548
15248,0.242
15249,0.354
15250,0.26
15251,0.365
15252,0.392
15253,0.626
15254,0.69
15255,0.536
15256,0.569
15257,0.581
15258,0.319
15259,0.309
15260,0.656
15261,0.345
15262,0.396
15263,0.388
15264,0.488
15265,0.746
15266,0.258
15267,0.524
15268,0.584
15269,0.25
15270,0.763
15271,0.658
15272,0.731
15273,0.364
15274,0.599
15275,0.699
15276,0.451
15277,0.701
15278,0.485
15279,0.808
15280,0.265
15281,0.216
15282,0.582
15283,0.432
15284,0.759
15285,0.54
15286,0.274
15287,0.37
15288,0.451
15289,0.603
15290,0.847
15291,0.316
15292,0.668
15293,0.391
15294,0.486
15295,0.374
15296,0.731
15297,0.488
15298,0.351
15299,0.583
15300,0.379
15301,0.684
15302,0.681
15303,0.621
15304,0.695
15305,0.398
15306,0.38
15307,0.63
15308,0.696
15309,0.337
15310,0.319
15311,0.228
15312,0.69
15313,0.251
15314,0.706
15315,0.647
15316,0.669
15317,0.764
15318,0.282
15319,0.348
15320,0.76
15321,0.341
15322,0.735
15323,0.419
15324,0.381
15325,0.379
15326,0.266
15327,0.3
15328,0.579
15329,0.236
15330,0.415
15331,0.635
15332,0.704
15333,0.293
15334,0.781
15335,0.356
15336,0.638
15337,0.681
15338,0.39
15339,0.63
15340,0.366
15341,0.718
15342,0.594
15343,0.394
15344,0.453
15345,0.285
15346,0.384
15347,0.7
15348,0.748
15349,0.672
15350,0.774
15351,0.806
15352,0.655
15353,0.395
15354,0.317
15355,0.723
15356,0.532
15357,0.266
15358,0.361
15359,0.43
15360,0.509
15361,0.383
15362,0.552
15363,0.368
15364,0.337
15365,0.403
15366,0.328
15367,0.506
15368,0.247
15369,0.376
15370,0.421
15371,0.583
15372,0.756
15373,0.418
15374,0.591
15375,0.774
15376,0.637
15377,0.334
15378,0.342
15379,0.705
15380,0.317
15381,0.272
15382,0.425
15383,0.699
15384,0.641
15385,0.337
15386,0.414
15387,0.338
15388,0.44
15389,0.316
15390,0.685
15391,0.281
15392,0.74
15393,0.281
15394,0.328
15395,0.316
15396,0.652
15397,0.336
15398,0.721
15399,0.743
15400,0.574
15401,0.533
15402,0.388
15403,0.365
15404,0.446
15405,0.694
15406,0.317
15407,0.394
15408,0.449
15409,0.445
15410,0.285
15411,0.269
15412,0.735
15413,0.448
15414,0.352
15415,0.295
15416,0.368
15417,0.478
15418,0.335
15419,0.325
15420,0.28
15421,0.394
15422,0.733
15423,0.626
15424,0.232
15425,0.624
15426,0.64
15427,0.688
15428,0.398
15429,0.579
15430,0.711
15431,0.459
15432,0.535
15433,0.758
15434,0.457
15435,0.332
15436,0.446
15437,0.603
15438,0.537
15439,0.651
15440,0.694
15441,0.401
15442,0.783
15443,0.346
15444,0.728
15445,0.565
15446,0.335
15447,0.45
15448,0.497
15449,0.459
15450,0.309
15451,0.548
15452,0.235
15453,0.45
15454,0.717
15455,0.314
15456,0.333
15457,0.353
15458,0.379
15459,0.297
15460,0.702
15461,0.743
15462,0.762
15463,0.371
15464,0.371
15465,0.24
15466,0.243
15467,0.283
15468,0.578
15469,0.436
15470,0.34
15471,0.558
15472,0.794
15473,0.556
15474,0.623
15475,0.627
15476,0.392
15477,0.652
15478,0.37
15479,0.338
15480,0.361
15481,0.524
15482,0.297
15483,0.412
15484,0.33
15485,0.654
15486,0.405
15487,0.821
15488,0.39
15489,0.36
15490,0.534
15491,0.337
15492,0.339
15493,0.783
15494,0.486
15495,0.709
15496,0.383
15497,0.454
15498,0.689
15499,0.748
15500,0.783
15501,0.295
15502,0.285
15503,0.67
15504,0.587
15505,0.266
15506,0.357
15507,0.279
15508,0.808
15509,0.7
15510,0.221
15511,0.413
15512,0.745
15513,0.672
15514,0.338
15515,0.367
15516,0.693
15517,0.493
15518,0.347
15519,0.456
15520,0.702
15521,0.467
15522,0.374
15523,0.795
15524,0.793
15525,0.258
15526,0.292
15527,0.571
15528,0.426
15529,0.734
15530,0.365
15531,0.407
15532,0.464
15533,0.373
15534,0.783
15535,0.341
15536,0.369
15537,0.281
15538,0.294
15539,0.364
15540,0.685
15541,0.336
15542,0.356
15543,0.299
15544,0.511
15545,0.527
15546,0.414
15547,0.75
15548,0.834
15549,0.507
15550,0.394
15551,0.721
15552,0.777
15553,0.499
15554,0.742
15555,0.517
15556,0.752
15557,0.628
15558,0.68
15559,0.444
15560,0.62
15561,0.376
15562,0.831
15563,0.402
15564,0.372
15565,0.665
15566,0.374
15567,0.386
15568,0.325
15569,0.318
15570,0.31
15571,0.342
15572,0.668
15573,0.698
15574,0.67
15575,0.763
15576,0.807
15577,0.31
15578,0.359
15579,0.545
15580,0.364
15581,0.283
15582,0.202
15583,0.738
15584,0.406
15585,0.85
15586,0.667
15587,0.357
15588,0.701
15589,0.671
15590,0.576
15591,0.3
15592,0.372
15593,0.669
15594,0.343
15595,0.412
15596,0.343
15597,0.307
15598,0.718
15599,0.597
15600,0.41
15601,0.633
15602,0.385
15603,0.408
15604,0.705
15605,0.736
15606,0.786
15607,0.194
15608,0.717
15609,0.398
15610,0.318
15611,0.345
15612,0.824
15613,0.723
15614,0.403
15615,0.365
15616,0.258
15617,0.364
15618,0.768
15619,0.341
15620,0.345
15621,0.351
15622,0.236
15623,0.32
15624,0.294
15625,0.607
15626,0.689
15627,0.695
15628,0.408
15629,0.639
15630,0.45
15631,0.323
15632,0.424
15633,0.272
15634,0.568
15635,0.56
15636,0.716
15637,0.365
15638,0.345
15639,0.293
15640,0.303
15641,0.473
15642,0.432
15643,0.392
15644,0.476
15645,0.327
15646,0.337
15647,0.775
15648,0.622
15649,0.671
15650,0.183
15651,0.724
15652,0.262
15653,0.452
15654,0.37
15655,0.694
15656,0.392
15657,0.476
15658,0.318
15659,0.445
15660,0.673
15661,0.384
15662,0.626
15663,0.604
15664,0.656
15665,0.603
15666,0.618
15667,0.714
15668,0.417
15669,0.664
15670,0.489
15671,0.331
15672,0.545
15673,0.324
15674,0.469
15675,0.699
15676,0.494
15677,0.456
15678,0.667
15679,0.303
15680,0.809
15681,0.417
15682,0.686
15683,0.689
15684,0.719
15685,0.545
15686,0.392
15687,0.35
15688,0.697
15689,0.332
15690,0.779
15691,0.354
15692,0.782
15693,0.239
15694,0.638
15695,0.747
15696,0.308
15697,0.334
15698,0.333
15699,0.662
15700,0.768
15701,0.652
15702,0.299
15703,0.336
15704,0.54
15705,0.4
15706,0.302
15707,0.29
15708,0.396
15709,0.461
15710,0.362
15711,0.46
15712,0.426
15713,0.616
15714,0.32
15715,0.716
15716,0.307
15717,0.369
15718,0.395
15719,0.491
15720,0.769
15721,0.455
15722,0.324
15723,0.695
15724,0.463
15725,0.751
15726,0.358
15727,0.36
15728,0.654
15729,0.711
15730,0.307
15731,0.591
15732,0.361
15733,0.379
15734,0.25
15735,0.513
15736,0.522
15737,0.239
15738,0.26
15739,0.407
15740,0.816
15741,0.719
15742,0.341
15743,0.317
15744,0.639
15745,0.307
15746,0.584
15747,0.426
15748,0.708
15749,0.595
15750,0.364
15751,0.77
15752,0.254
15753,0.574
15754,0.643
15755,0.358
15756,0.384
15757,0.293
15758,0.462
15759,0.432
15760,0.748
15761,0.603
15762,0.282
15763,0.469
15764,0.352
15765,0.333
15766,0.385
15767,0.531
15768,0.738
15769,0.788
15770,0.701
15771,0.344
15772,0.748
15773,0.787
15774,0.359
15775,0.461
15776,0.403
15777,0.67
15778,0.25
15779,0.706
15780,0.432
15781,0.318
15782,0.667
15783,0.674
15784,0.343
15785,0.43
15786,0.336
15787,0.363
15788,0.676
15789,0.459
15790,0.47
15791,0.327
15792,0.407
15793,0.594
15794,0.471
15795,0.243
15796,0.258
15797,0.386
15798,0.361
15799,0.645
15800,0.578
15801,0.343
15802,0.665
15803,0.37
15804,0.491
15805,0.348
15806,0.365
15807,0.524
15808,0.745
15809,0.798
15810,0.28
15811,0.373
15812,0.757
15813,0.739
15814,0.606
15815,0.318
15816,0.533
15817,0.638
15818,0.556
15819,0.56
15820,0.678
15821,0.39
15822,0.777
15823,0.31
15824,0.666
15825,0.446
15826,0.694
15827,0.347
15828,0.313
15829,0.433
15830,0.423
15831,0.411
15832,0.507
15833,0.344
15834,0.671
15835,0.283
15836,0.78
15837,0.322
15838,0.388
15839,0.494
15840,0.408
15841,0.413
15842,0.356
15843,0.466
15844,0.718
15845,0.281
15846,0.704
15847,0.645
15848,0.648
15849,0.483
15850,0.202
15851,0.329
15852,0.721
15853,0.385
15854,0.395
15855,0.422
15856,0.25
15857,0.263
15858,0.332
15859,0.841
15860,0.678
15861,0.683
15862,0.51
15863,0.632
15864,0.118
15865,0.236
15866,0.317
15867,0.406
15868,0.687
15869,0.761
15870,0.369
15871,0.3
15872,0.357
15873,0.557
15874,0.691
15875,0.596
15876,0.248
15877,0.645
15878,0.875
15879,0.586
15880,0.372
15881,0.775
15882,0.365
15883,0.59
15884,0.369
15885,0.456
15886,0.632
15887,0.283
15888,0.353
15889,0.334
15890,0.403
15891,0.265
15892,0.791
15893,0.691
15894,0.564
15895,0.421
15896,0.645
15897,0.8
15898,0.677
15899,0.355
15900,0.383
15901,0.266
15902,0.462
15903,0.341
15904,0.688
15905,0.363
15906,0.369
15907,0.308
15908,0.326
15909,0.778
15910,0.694
15911,0.759
15912,0.212
15913,0.365
15914,0.401
15915,0.407
15916,0.74
15917,0.802
15918,0.301
15919,0.742
15920,0.39
15921,0.385
15922,0.236
15923,0.773
15924,0.293
15925,0.492
15926,0.406
15927,0.347
15928,0.466
15929,0.358
15930,0.627
15931,0.805
15932,0.255
15933,0.692
15934,0.46
15935,0.384
15936,0.48
15937,0.393
15938,0.46
15939,0.335
15940,0.349
15941,0.742
15942,0.523
15943,0.772
15944,0.303
15945,0.285
15946,0.537
15947,0.449
15948,0.576
15949,0.426
15950,0.267
15951,0.594
15952,0.724
15953,0.34
15954,0.727
15955,0.625
15956,0.497
15957,0.427
15958,0.645
15959,0.587
15960,0.723
15961,0.627
15962,0.426
15963,0.345
15964,0.249
15965,0.43
15966,0.373
15967,0.801
15968,0.366
15969,0.453
15970,0.364
15971,0.439
15972,0.535
15973,0.377
15974,0.365
15975,0.403
15976,0.68
15977,0.661
15978,0.317
15979,0.351
15980,0.252
15981,0.585
15982,0.766
15983,0.352
15984,0.369
15985,0.373
15986,0.378
15987,0.365
15988,0.291
15989,0.648
15990,0.347
15991,0.432
15992,0.46
15993,0.74
15994,0.43
15995,0.299
